# {"pool_assignment":"shared-twice","pool_binding":"shared-default-secondary-pinned","threads":14,"shared_threads":2,"secondary_threads":12,"checkpoint_operations":100,"operator_pools":["shared","shared","shared","shared","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary"]}
0,395
0,752
0,952
0,1153
0,1353
0,1554
0,1754
0,1955
0,2128
0,2228
1,294
1,494
1,694
1,895
1,1095
1,1296
1,1496
1,1697
1,1897
1,2098
2,396
2,753
2,953
2,1154
2,1354
2,1555
2,1755
2,1956
2,2128
2,2229
3,295
3,495
3,695
3,896
3,1096
3,1297
3,1497
3,1698
3,1898
3,2099
4,100
4,200
4,300
4,401
4,501
4,601
4,701
4,802
4,902
4,1002
5,100
5,200
5,300
5,401
5,501
5,601
5,705
5,805
5,905
5,1005
6,100
6,200
6,391
6,552
6,652
6,752
6,852
6,952
6,1053
6,1153
7,100
7,200
7,300
7,401
7,501
7,601
7,746
7,930
7,1031
7,1131
8,100
8,200
8,300
8,400
8,501
8,601
8,701
8,801
8,902
8,1002
9,100
9,200
9,300
9,401
9,501
9,601
9,701
9,801
9,902
9,1002
10,100
10,200
10,301
10,401
10,501
10,602
10,756
10,980
10,1095
10,1196
11,100
11,200
11,300
11,400
11,501
11,601
11,701
11,801
11,902
11,1002
12,100
12,200
12,300
12,400
12,501
12,601
12,701
12,801
12,902
12,1002
13,102
13,202
13,302
13,404
13,504
13,604
13,704
13,805
13,905
13,1005
14,100
14,200
14,300
14,400
14,501
14,601
14,701
14,801
14,902
14,1002
15,100
15,200
15,300
15,400
15,501
15,601
15,701
15,801
15,902
15,1002
