# {"pool_assignment":"shared-twice","pool_binding":"shared-default-secondary-pinned","threads":8,"shared_threads":8,"secondary_threads":0,"checkpoint_operations":100,"operator_pools":["shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared"]}
0,199
0,400
0,600
0,801
0,1001
0,1202
0,1402
0,1603
0,1803
0,2004
1,199
1,400
1,600
1,801
1,1001
1,1202
1,1402
1,1603
1,1803
1,2003
2,199
2,399
2,600
2,800
2,1001
2,1201
2,1402
2,1602
2,1803
2,2003
3,199
3,400
3,600
3,801
3,1001
3,1201
3,1402
3,1602
3,1803
3,2003
4,199
4,400
4,600
4,801
4,1001
4,1202
4,1402
4,1603
4,1803
4,2004
5,199
5,400
5,600
5,801
5,1001
5,1202
5,1402
5,1603
5,1804
5,2004
6,199
6,400
6,600
6,801
6,1001
6,1202
6,1402
6,1603
6,1803
6,2004
7,200
7,401
7,602
7,803
7,1004
7,1204
7,1405
7,1605
7,1806
7,2005
8,200
8,401
8,601
8,802
8,1002
8,1203
8,1403
8,1604
8,1804
8,2005
9,200
9,401
9,601
9,802
9,1002
9,1203
9,1403
9,1604
9,1804
9,2004
10,200
10,400
10,601
10,801
10,1002
10,1202
10,1403
10,1603
10,1804
10,2004
11,200
11,401
11,601
11,801
11,1002
11,1202
11,1403
11,1603
11,1804
11,2004
12,200
12,401
12,601
12,802
12,1002
12,1203
12,1403
12,1604
12,1804
12,2005
13,200
13,401
13,601
13,802
13,1002
13,1203
13,1403
13,1604
13,1805
13,2005
14,200
14,401
14,601
14,802
14,1002
14,1203
14,1403
14,1604
14,1804
14,2005
15,201
15,402
15,603
15,804
15,1004
15,1205
15,1405
15,1606
15,1806
15,2006
