# {"pool_assignment":"shared-twice","pool_binding":"shared-default-secondary-pinned","threads":4,"shared_threads":4,"secondary_threads":0,"checkpoint_operations":100,"operator_pools":["shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared"]}
0,397
0,798
0,1199
0,1600
0,2001
0,2402
0,2803
0,3204
0,3605
0,4006
1,397
1,798
1,1199
1,1600
1,2001
1,2402
1,2803
1,3204
1,3605
1,4006
2,397
2,798
2,1199
2,1600
2,2001
2,2402
2,2803
2,3204
2,3605
2,4006
3,397
3,798
3,1199
3,1600
3,2001
3,2402
3,2803
3,3204
3,3605
3,4006
4,398
4,799
4,1200
4,1601
4,2002
4,2403
4,2804
4,3205
4,3606
4,4007
5,398
5,799
5,1200
5,1601
5,2002
5,2403
5,2804
5,3205
5,3606
5,4007
6,398
6,799
6,1200
6,1601
6,2002
6,2403
6,2804
6,3205
6,3606
6,4007
7,398
7,799
7,1200
7,1601
7,2002
7,2403
7,2804
7,3205
7,3606
7,4007
8,399
8,800
8,1201
8,1602
8,2003
8,2404
8,2805
8,3206
8,3607
8,4008
9,399
9,800
9,1201
9,1602
9,2003
9,2404
9,2805
9,3206
9,3607
9,4008
10,399
10,800
10,1201
10,1602
10,2003
10,2404
10,2805
10,3206
10,3607
10,4008
11,399
11,800
11,1201
11,1602
11,2003
11,2404
11,2805
11,3206
11,3607
11,4008
12,400
12,801
12,1202
12,1603
12,2004
12,2405
12,2806
12,3207
12,3608
12,4009
13,400
13,801
13,1202
13,1603
13,2004
13,2405
13,2806
13,3207
13,3608
13,4009
14,400
14,801
14,1202
14,1603
14,2004
14,2405
14,2806
14,3207
14,3608
14,4009
15,400
15,801
15,1202
15,1603
15,2004
15,2405
15,2806
15,3207
15,3608
15,4009
