# {"pool_assignment":"shared-twice","pool_binding":"shared-default-secondary-pinned","threads":13,"shared_threads":3,"secondary_threads":10,"checkpoint_operations":10000,"operator_pools":["shared","shared","shared","shared","shared","shared","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary"]}
0,222
0,445
0,668
0,890
0,1087
0,1156
0,1221
0,1286
0,1350
0,1415
1,222
1,440
1,658
1,880
1,1082
1,1153
1,1219
1,1286
1,1352
1,1417
2,243
2,464
2,687
2,906
2,1092
2,1161
2,1226
2,1291
2,1357
2,1419
3,222
3,446
3,668
3,890
3,1087
3,1156
3,1221
3,1286
3,1350
3,1415
4,222
4,440
4,658
4,880
4,1082
4,1153
4,1219
4,1286
4,1352
4,1417
5,243
5,464
5,687
5,906
5,1092
5,1161
5,1226
5,1291
5,1357
5,1419
6,109
6,218
6,327
6,435
6,545
6,653
6,762
6,871
6,980
6,1078
7,104
7,209
7,312
7,416
7,521
7,625
7,730
7,834
7,940
7,1043
8,108
8,217
8,326
8,434
8,543
8,651
8,760
8,867
8,975
8,1077
9,106
9,213
9,318
9,426
9,532
9,641
9,749
9,860
9,965
9,1070
10,107
10,213
10,320
10,426
10,532
10,638
10,746
10,853
10,961
10,1066
11,110
11,219
11,325
11,434
11,541
11,647
11,754
11,861
11,969
11,1073
12,110
12,218
12,325
12,432
12,539
12,647
12,755
12,862
12,971
12,1074
13,107
13,218
13,327
13,436
13,549
13,658
13,770
13,879
13,989
13,1083
14,128
14,234
14,340
14,444
14,551
14,655
14,760
14,864
14,969
14,1070
15,108
15,231
15,353
15,472
15,597
15,719
15,840
15,960
15,1073
15,1115
