# {"pool_assignment":"shared-twice","pool_binding":"shared-default-secondary-pinned","threads":14,"shared_threads":2,"secondary_threads":12,"checkpoint_operations":10000,"operator_pools":["shared","shared","shared","shared","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary"]}
0,208
0,592
0,946
0,1123
0,1190
0,1244
0,1298
0,1351
0,1405
0,1455
1,363
1,608
1,855
1,1096
1,1181
1,1235
1,1289
1,1342
1,1396
1,1450
2,208
2,592
2,946
2,1123
2,1190
2,1244
2,1298
2,1351
2,1405
2,1455
3,363
3,608
3,855
3,1096
3,1181
3,1235
3,1289
3,1342
3,1396
3,1450
4,111
4,217
4,326
4,431
4,537
4,643
4,749
4,857
4,965
4,1072
5,113
5,223
5,334
5,443
5,550
5,658
5,767
5,874
5,982
5,1088
6,115
6,225
6,335
6,442
6,552
6,659
6,768
6,876
6,1076
6,1138
7,117
7,228
7,339
7,445
7,553
7,659
7,764
7,871
7,977
7,1083
8,216
8,328
8,436
8,545
8,655
8,762
8,871
8,1004
8,1102
8,1148
9,111
9,219
9,331
9,439
9,546
9,653
9,759
9,866
9,974
9,1084
10,121
10,242
10,362
10,482
10,602
10,721
10,841
10,960
10,1076
10,1145
11,108
11,215
11,399
11,607
11,792
11,897
11,1003
11,1100
11,1147
11,1177
12,112
12,221
12,333
12,441
12,548
12,656
12,763
12,871
12,980
12,1111
13,110
13,220
13,331
13,439
13,545
13,651
13,756
13,861
13,990
13,1093
14,118
14,228
14,341
14,450
14,558
14,667
14,773
14,883
14,993
14,1098
15,107
15,213
15,324
15,427
15,530
15,633
15,738
15,911
15,1019
15,1112
