# {"pool_assignment":"shared-twice","pool_binding":"shared-default-secondary-pinned","threads":12,"shared_threads":4,"secondary_threads":8,"checkpoint_operations":10000,"operator_pools":["shared","shared","shared","shared","shared","shared","shared","shared","secondary","secondary","secondary","secondary","secondary","secondary","secondary","secondary"]}
0,197
0,394
0,591
0,788
0,981
0,1065
0,1135
0,1206
0,1276
0,1342
1,200
1,397
1,596
1,794
1,987
1,1069
1,1140
1,1211
1,1282
1,1349
2,222
2,446
2,667
2,883
2,1027
2,1098
2,1168
2,1238
2,1308
2,1362
3,193
3,384
3,577
3,770
3,962
3,1057
3,1126
3,1196
3,1265
3,1335
4,197
4,394
4,591
4,788
4,981
4,1065
4,1135
4,1206
4,1276
4,1342
5,200
5,397
5,596
5,794
5,988
5,1069
5,1140
5,1211
5,1282
5,1349
6,222
6,446
6,667
6,883
6,1027
6,1098
6,1168
6,1238
6,1308
6,1362
7,193
7,384
7,577
7,770
7,962
7,1057
7,1126
7,1196
7,1265
7,1335
8,95
8,189
8,285
8,379
8,474
8,569
8,665
8,760
8,856
8,951
9,112
9,221
9,333
9,445
9,550
9,660
9,770
9,882
9,988
9,1038
10,101
10,198
10,296
10,393
10,491
10,589
10,687
10,785
10,883
10,978
11,101
11,200
11,299
11,399
11,500
11,599
11,698
11,798
11,899
11,990
12,101
12,199
12,296
12,394
12,491
12,589
12,686
12,785
12,882
12,977
13,100
13,201
13,299
13,398
13,498
13,598
13,700
13,804
13,904
13,994
14,103
14,203
14,302
14,402
14,503
14,602
14,702
14,803
14,902
14,993
15,106
15,206
15,308
15,409
15,512
15,615
15,718
15,821
15,924
15,1005
