# {"pool_assignment":"shared-twice","pool_binding":"shared-default-secondary-pinned","threads":8,"shared_threads":8,"secondary_threads":0,"checkpoint_operations":10000,"operator_pools":["shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared","shared"]}
0,149
0,307
0,467
0,624
0,781
0,936
0,1095
0,1254
0,1303
0,1342
1,130
1,257
1,384
1,511
1,638
1,762
1,888
1,1013
1,1138
1,1261
2,129
2,255
2,380
2,505
2,629
2,759
2,885
2,1010
2,1134
2,1259
3,128
3,253
3,377
3,503
3,627
3,751
3,876
3,1000
3,1124
3,1248
4,132
4,259
4,386
4,515
4,643
4,770
4,898
4,1025
4,1152
4,1266
5,136
5,265
5,394
5,524
5,653
5,781
5,911
5,1039
5,1168
5,1276
6,130
6,257
6,384
6,511
6,638
6,764
6,891
6,1017
6,1143
6,1265
7,128
7,256
7,383
7,511
7,638
7,766
7,893
7,1020
7,1148
7,1269
8,149
8,307
8,467
8,624
8,781
8,937
8,1095
8,1254
8,1302
8,1341
9,130
9,257
9,384
9,511
9,638
9,762
9,888
9,1013
9,1138
9,1261
10,129
10,255
10,380
10,505
10,629
10,759
10,885
10,1010
10,1134
10,1259
11,128
11,253
11,377
11,503
11,627
11,751
11,876
11,1000
11,1124
11,1248
12,132
12,259
12,386
12,515
12,643
12,770
12,898
12,1025
12,1152
12,1266
13,136
13,265
13,394
13,524
13,653
13,781
13,911
13,1039
13,1168
13,1275
14,130
14,257
14,384
14,511
14,638
14,764
14,891
14,1017
14,1143
14,1265
15,128
15,256
15,383
15,511
15,638
15,766
15,893
15,1020
15,1148
15,1269
